idsml,idver,zverejneni,uzavreni,subjekt,ico,utvar,cena_bezdph,cena_sdph,cena_cizi,cena_cizi_mena,predmet,navazny
12245,12589,2016-07-19T07:19:16+02:00,2016-07-11,Město Hodonín,00284891,Odbor ekonomiky a financí,,,,,Smlouva o BS o zřízení služebnosti - NWT a.s.,
12249,12593,2016-07-19T07:25:48+02:00,2016-07-11,Město Hodonín,00284891,Odbor ekonomiky a financí,,,,,"Smlouva o BS o zřízení služebnosti - E.ON Distribuce, a.s.",
12253,12597,2016-07-19T07:28:35+02:00,2016-07-18,Město Nové Město na Moravě,00294900,,12000.0,,,,Veřejnoprávní smlouva o poskytnutí doatce - Program regenerace MPZ NMNM,
12257,12601,2016-07-19T07:32:08+02:00,2016-07-15,"Krajská správa a údržba silnic Vysočiny, příspěvková organizace",00090450,,,101373.0,,,"kupní smlouva,doprava asf. betonu, akce D1 Raňkov-Čachotín",
12261,12605,2016-07-19T07:33:59+02:00,2016-07-08,Kulturní a informační služby města Přerova,45180512,,59000.0,,,,Objednávka Led obrazovky,
12265,12609,2016-07-19T07:34:02+02:00,2016-07-11,Město Kralupy nad Vltavou,00236977,Kancelář tajemníka,,383145.0,,,"opravy a modernizace - vozidlo cisterny JSDH Kralupy, CAS Tatra 815",
12269,12613,2016-07-19T07:34:30+02:00,2016-07-11,Město Hodonín,00284891,Odbor ekonomiky a financí,,,,,"Smlouva o BS o zřízení služebnosti - E.ON Distribuce, a.s.",
12273,12617,2016-07-19T07:35:40+02:00,2016-07-18,Státní pozemkový úřad,01312774,,,,,,Kupní smlouva,
3885,12621,2016-07-19T07:36:28+02:00,2016-06-30,DISTEP a.s.,65138091,,79380.0,,,,Předmětem plnění je dodávka doplňovacího zařízení (stanice) určeného k bezexpanznímu doplňování otopné soustavy z předávací stanice PS 28 na ul. Vítězslava Nezvala ve Frýdku-Místku v souladu s ČSN 06 0830.,
12277,12625,2016-07-19T07:42:58+02:00,2016-07-16,"Střední odborná škola a Střední odborné učiliště, Česká Lípa, 28. října 2707, příspěvková organizace",14451018,,98900.0,119669.0,,,Dodávka a instalace serveru DELL R330,
12281,12629,2016-07-19T07:42:58+02:00,2016-05-16,Fakturace (Ministerstvo obrany),60162694,A499,,800000.0,,,Servis a opravy hasičských vozidel 704/14/160/216-7214,
12285,12633,2016-07-19T07:45:00+02:00,2016-07-11,Město Hodonín,00284891,Odbor ekonomiky a financí,,,,,Smlouva o BS o zřízení služebnosti - JD,
12289,12637,2016-07-19T07:47:29+02:00,2016-07-18,Fakultní nemocnice Brno,65269705,,,52721.0,,,objednávka léků,
12293,12641,2016-07-19T07:47:33+02:00,2016-07-11,Město Hodonín,00284891,Odbor ekonomiky a financí,,,,,Smlouva o BS o zřízení služebnosti - VCH,
12297,12645,2016-07-19T07:48:29+02:00,2016-07-14,"Střední odborná škola a Střední odborné učiliště, Česká Lípa, 28. října 2707, příspěvková organizace",14451018,,360666.0,436406.0,,,Výměna podlahových krytin v učebnách,
12301,12649,2016-07-19T07:49:09+02:00,2016-07-15,"Krajská správa a údržba silnic Vysočiny, příspěvková organizace",00090450,,,877250.0,,,"Kupní smlouva, asfaltová směs balená za horka, CM Chotěboř (Raňkov-Čachotín)",
12305,12653,2016-07-19T07:49:19+02:00,2016-07-18,Městská část Praha 4,00063584,,1750050.0,2117561.0,,,Dodatek č. 1 ke smlouvě o dílo na projekční práce a inženýrskou činnost,
12309,12657,2016-07-19T07:51:51+02:00,2016-07-13,Město Nové Město na Moravě,00294900,,120000.0,,,,Smlouva o poskytnutí nadačního příspěvku - Bezpečnost a ochrana dětí a mládeže v Novém Městě na Moravě - Oranžový přechod,
12317,12665,2016-07-19T07:52:49+02:00,2016-07-11,Město Hodonín,00284891,Odbor ekonomiky a financí,,,,,Smlouva o BS o zřízení služebnosti - MS,
12321,12669,2016-07-19T07:54:59+02:00,2016-07-01,Město Nová Paka,00271888,,,64832.0,,,Zhotovení plochy ze zámkové dlažby - Kumburský Újezd,
12325,12673,2016-07-19T07:54:49+02:00,2016-07-18,Město Lysá nad Labem,00239402,KÚ - Kancelář MěÚ,,-831270.0,,,PD přístavba a nástavba hasičské zbrojnice,
12329,12677,2016-07-19T07:55:20+02:00,2016-07-11,Město Hodonín,00284891,Odbor ekonomiky a financí,,,,,Smlouva o BS o zřízení služebnosti - ZH,
12333,12681,2016-07-19T07:57:16+02:00,2016-07-18,Fakultní nemocnice Brno,65269705,,,90258.28,,,Objednávka ZM,
12337,12685,2016-07-19T07:58:07+02:00,2016-07-14,Masarykův onkologický ústav,00209805,,192150.0,232501.5,,,Prodloužení podpory McAfee Firewall Enterprise S5032 - 1yr Gold Software Support & Onsite Next Business Day Hardware Support,
12341,12689,2016-07-19T07:58:18+02:00,2016-07-18,Fakultní nemocnice Brno,65269705,,,272216.34,,,Objednávka léky,
12345,12693,2016-07-19T07:58:59+02:00,2016-07-08,Statutární město Jablonec nad Nisou,00262340,odbor Kancelář tajemníka,150000.0,181500.0,,,E-learning,
12349,12697,2016-07-19T07:59:07+02:00,2016-07-11,Město Hodonín,00284891,Odbor ekonomiky a financí,,,,,Smlouva o BS o zřízení služebnosti - PL,
12353,12701,2016-07-19T08:02:00+02:00,2016-07-18,Fakultní nemocnice Brno,65269705,,,62176.39,,,Objednávka léky,
12357,12705,2016-07-19T08:02:53+02:00,2016-07-18,Fakultní nemocnice Brno,65269705,,,100009.0,,,Objednávka ZM,
12361,12709,2016-07-19T08:02:24+02:00,2016-07-15,Městský obvod Vítkovice,00845451,OFR,924000.0,,,,"Zajištění redakčních prací, fotografií a grafická příprava zpravodaje Centrum.",
12365,12713,2016-07-19T08:03:11+02:00,2015-01-07,Fakturace (Ministerstvo obrany),60162694,A499,,23000.0,,,121600 OSD Poskytování přístupu k ČSN,
12369,12717,2016-07-19T08:07:13+02:00,2016-07-18,TECHNICKÉ SLUŽBY HRADEC KRÁLOVÉ,64809447,,99440.0,120322.0,,,ZŠ ÚPRKOVA zhotovení pochůzných a pojezdových ploch - oprava,
12373,12721,2016-07-19T08:11:11+02:00,2016-07-18,Fakultní nemocnice Brno,65269705,,,,,,Objednávka léky,
12377,12725,2016-07-19T08:13:28+02:00,2016-07-08,Dopravní podnik města Ústí nad Labem a.s.,25013891,,55000.0,,,,Objednávka vodního chladiče,
12381,12729,2016-07-19T08:13:19+02:00,2016-07-18,Středočeský kraj - rejstřík smluv (Středočeský kraj),70891095,odd Sekretariát ředitele,,585000.0,,,Dodání 1 500 kusů publikace Vladimíra Jiránka nazvané „HUMOR“,
12385,12733,2016-07-19T08:14:54+02:00,2016-07-13,Úrazová nemocnice v Brně,00209813,,87035.0,,,,Dodávka a instalace madel,
12389,12741,2016-07-19T08:19:28+02:00,2016-07-18,Dopravní podnik města Ústí nad Labem a.s.,25013891,,98550.63,,,,Objednávka pneumatik,
12393,12745,2016-07-19T08:19:14+02:00,2016-07-13,Město Hodonín,00284891,Odbor ekonomiky a financí,7500.0,7500.0,,,Oprava karoserie - Škoda Fabia 4B1 0120,
12397,12749,2016-07-19T08:19:31+02:00,2016-07-12,Statutární město Přerov,00301825,Městská policie Přerov,412168.0,498723.0,,,Smlouva o dílo na dodávku IP kamer pro městský kamerový systém,
12409,12761,2016-07-19T08:22:07+02:00,2016-07-12,Fakturace (Ministerstvo obrany),60162694,A499,,84700.0,,,"Nákup náhradních dílů na nákladní, speciální vozidla a traktory",
12413,12765,2016-07-19T08:22:22+02:00,2016-07-19,"Armádní Servisní, příspěvková organizace",60460580,,88500.0,107085.0,,,Smlouva o dílo,
12417,12769,2016-07-19T08:22:25+02:00,2016-07-13,Město Hodonín,00284891,Odbor ekonomiky a financí,,,,,"Servis klimatizace, doplnění oleje, oprava elektroinstalace - Peugeot Expert  5B1 3170",
12425,12777,2016-07-19T08:24:02+02:00,2016-07-18,Dopravní podnik města Ústí nad Labem a.s.,25013891,,681280.0,,,,Objednávka motorové nafty,
12429,12781,2016-07-19T08:24:39+02:00,2016-07-13,Město Hodonín,00284891,Odbor ekonomiky a financí,2600.0,2600.0,,,Autobaterie Varta 12 V74 Ah - Škoda Octavia 5B4 5022,
12433,12789,2016-07-19T08:26:12+02:00,2015-07-23,Fakturace (Ministerstvo obrany),60162694,A499,,23000.0,,,121600 OSD Poskytování přístupu k ČSN 2015 - dodatek č. 1,
12437,12793,2016-07-19T08:28:06+02:00,2016-07-19,Fakultní nemocnice Brno,65269705,,,543884.7,,,Objednávka léky,
12441,12797,2016-07-19T08:27:44+02:00,2016-07-13,Město Hodonín,00284891,Odbor ekonomiky a financí,1000.0,1000.0,,,Kontejner - odvoz vyřazeného nábytku,
12445,12801,2016-07-19T08:27:29+02:00,2016-07-12,Fakturace (Ministerstvo obrany),60162694,A499,,250000.0,,,"Servis a oprava hasičského vozidla MB ATEGO 311-69-06,  DP 704/14/195/2016-7214",
12449,12805,2016-07-19T08:27:30+02:00,2016-01-08,Fakturace (Ministerstvo obrany),60162694,A499,,23000.0,,,121600 OSD Poskytování přístupu k ČSN  - dodatek č. 2,
12457,12813,2016-07-19T08:28:11+02:00,2016-06-20,Fakturace (Ministerstvo obrany),60162694,A499,,23000.0,,,121600 OSD Poskytování přístupu k ČSN - dodatek č. 3,
12041,12817,2016-07-19T08:29:13+02:00,2016-07-18,Zlínský kraj,70891320,Odbor Kancelář ředitele,,610300.0,,,"smlouva o svěření služebního motorového vozidla kdočasnému užívání k výkonu práce (funkce), bez přidělení řidiče a k soukromým účelům",
12461,12821,2016-07-19T08:30:09+02:00,2016-07-12,Technické služby Litvínov s.r.o.,25423835,,200000.0,242000.0,,,Nákup vozidla IVECO,
12465,12825,2016-07-19T08:29:26+02:00,2015-04-13,Správa uprchlických zařízení Ministerstva vnitra,60498021,SUZ MV,60.33,73.0,,,Tlumočení po telefonu - jazyk urdu,
12469,12829,2016-07-19T08:30:05+02:00,2016-07-18,KruV - RS (Kraj Vysočina),70890749,,,484.0,,,"Nájem podílu 1/2 částí pozemků par. č. 674/17, 682/15, 685/3 a 685/9 v k. ú. Perknov
OM 461/2016",
12473,12833,2016-07-19T08:30:06+02:00,2016-07-18,KruV - RS (Kraj Vysočina),70890749,,,1373.0,,,"Nájem pozemku par. č. 682/8 v k. ú. Perknov
OM 461/2016",
12477,12837,2016-07-19T08:30:04+02:00,2016-07-18,KruV - RS (Kraj Vysočina),70890749,,,484.0,,,"Nájem podílu 1/2 částí pozemků par. č. 674/17, 682/15, 685/3 a 685/9 v k. ú. Perknov
OM 461/2016",
12481,12841,2016-07-19T08:30:25+02:00,2016-07-14,MĚSTO TURNOV,00276227,,800000.0,,,,Poskytnutí účelové dotace na realizaci projektu nákup pozemků pod základnou turnovských skautů,
12485,12845,2016-07-19T08:30:59+02:00,2016-07-15,Město Hodonín,00284891,Odbor ekonomiky a financí,6000.0,6000.0,,,"Oznámení o konání voleb - 50ks A2, 1ks elektronicky A4, 6ks razítek OSÚ",
12489,12849,2016-07-19T08:31:10+02:00,2016-07-18,Fakultní nemocnice Brno,65269705,,,65163.19,,,Objednávka léky,
12421,12853,2016-07-19T08:31:46+02:00,2002-10-02,"Zdravotnická záchranná služba Moravskoslezského kraje, příspěvková organizace",48804525,,,,,,Dodání stravovacích poukázek,
12493,12857,2016-07-19T08:34:08+02:00,2016-07-14,Technické služby Litvínov s.r.o.,25423835,,,,,,Ochrana majetku a osob,
12497,12861,2016-07-19T08:34:24+02:00,2016-07-15,Město Hodonín,00284891,Odbor ekonomiky a financí,7500.0,7500.0,,,"Kuchyňská skříňka - kuchyňka u zas.rady, 2 ks příhrádky na poštu - radnice",
12501,12865,2016-07-19T08:35:30+02:00,2016-07-18,Fakultní nemocnice Brno,65269705,,,67684.2,,,Objednávka léky,
12505,12869,2016-07-19T08:36:51+02:00,2016-07-08,MV - generální ředitelství HZS ČR,00007064,odbor veřejných zakázek SLZ PP ČR,7534520.0,9116769.0,,,Aplikační úpravy CIS/AISC,
12509,12873,2016-07-19T08:36:26+02:00,2016-07-18,Městský úřad Bohumín,00297569,INV - Odbor investiční,73540.0,73540.0,,,"Dostavba úseku oddílné splaškové kanalizace DN500 v Bohumíně - Záblatí, ul. Bezručová",
12513,12877,2016-07-19T08:37:33+02:00,2011-09-09,"Zdravotnická záchranná služba Moravskoslezského kraje, příspěvková organizace",48804525,,,,,,Dodání stravovacích poukázek,
12517,12881,2016-07-19T08:38:46+02:00,2016-07-18,Fakultní nemocnice Brno,65269705,,,184558.71,,,Objednávka léky,
12521,12885,2016-07-19T08:38:54+02:00,2016-07-07,Město Zbiroh,00259225,,76615.0,92704.0,,,Smlouva o dílo - osazení odvodňovacích žlabů,
12525,12889,2016-07-19T08:42:03+02:00,2016-04-27,Fakturace (Ministerstvo obrany),60162694,A499,,100000.0,,,121600 Dodávky nápojů a potravin,
12529,12893,2016-07-19T08:43:42+02:00,2016-07-12,Olomoucký kraj,60609460,Odbor kancelář ředitele,60000.0,60000.0,,,"2016 - UZ 415 Program na podporu JSDH - Dotační titul č. 1 - Dotace na pořízení, rekonstrukci a opravu požární techniky a nákup věcného vybavení JSDHobcí Olomouckého kraje 2016",
12533,12897,2016-07-19T08:44:23+02:00,2016-07-11,"Zdravotnická záchranná služba Moravskoslezského kraje, příspěvková organizace",48804525,,50000.0,,,,Objednávka stravovacích poukázek Frýdek Místek,12513
12537,12901,2016-07-19T08:46:08+02:00,2016-07-18,Fakultní nemocnice Brno,65269705,,,236480.94,,,Objednávka léky,
12541,12905,2016-07-19T08:49:29+02:00,2016-07-14,Olomoucký kraj,60609460,"Odbor školství, sportu a kultury",,80000.0,,,Smlouva o poskytnutí dotace - DP - Program na podporu práce s dětmi a mládeží pro nestátní neziskové organizace v roce 2016,
12545,12909,2016-07-19T08:49:38+02:00,2016-07-15,"Správa a údržba silnic Zlínska, s.r.o.",26913453,,1896000.0,2294160.0,,,Posypová sůl,
12549,12913,2016-07-19T08:52:17+02:00,2016-07-01,Krajské ředitelství policie kraje Vysočina,72052147,Krajské ředitelství policie kraje Vysočina,,,,,vybavení výslech. místnosti Žďár n/Sáz.,
12553,12917,2016-07-19T08:54:26+02:00,2016-07-13,Správa uprchlických zařízení Ministerstva vnitra,60498021,SUZ MV,,,,,Tlumočení po telefonu - jazyk urdu,12465
12557,12921,2016-07-19T08:55:42+02:00,2016-07-19,"Fyziologický ústav AV ČR, v. v. i.",67985823,,,,,,Objednávka chemikálií,
12561,12925,2016-07-19T08:56:40+02:00,2016-07-18,"Správa silnic Moravskoslezského kraje, příspěvková organizace",00095711,,,,,,prodej živičné obalované asfaltobetonové směsí typu AC08 a AC011,
12565,12929,2016-07-19T09:00:02+02:00,2016-07-12,KruV - RS (Kraj Vysočina),70890749,,,,,,"SMLOUVA  O  PŘEVODU  INVESTORSTVÍ stavby „III/03810 Havlíčkův Brod, ul. Mírová“, úsek č. 1",
12569,12933,2016-07-19T09:00:12+02:00,2016-07-11,Město Hodonín,00284891,Odbor ekonomiky a financí,12617.0,12617.0,,,Smlouva o poskytnutí účelové dotace z rozpočtu Obce Starý Poddvorov,
12573,12937,2016-07-19T09:00:05+02:00,2016-07-18,KruV - RS (Kraj Vysočina),70890749,,4914616.0,5946685.0,,,"Veřejná zakázka na akci ""Gymnázium Velké Meziříčí - Výstavba hřiště"", spis EZAK 118/2016",
12577,12941,2016-07-19T09:00:26+02:00,2016-07-18,"Povodí Odry, státní podnik",70890021,,,,,,"realizace stavby Sedlnice-Sedlnice km 3,600-4,900",
12581,12945,2016-07-19T09:00:38+02:00,2016-07-15,Město Stříbro,00260177,,136100.0,136121.0,,,Objednávka č. 826385 na Ticket Restaurant poukázky na období 8/2016,
12585,12949,2016-07-19T09:00:54+02:00,2015-05-20,Fakturace (Ministerstvo obrany),60162694,A499,,,,,Stravování VÚ 6624 Bechyně  (Doba plnění od 1.7.2015 - do 30.6.2019) - dodatek č. 1,
12593,12953,2016-07-19T09:01:36+02:00,2015-03-26,Fakturace (Ministerstvo obrany),60162694,A499,,5520782.98,,,Stravování VÚ 2994 Hradec Králové  (Doba plnění od 1.7.2015 - do 30.6.2019),
9065,12957,2016-07-19T09:02:07+02:00,2016-07-15,Statutární město Olomouc,00299308,,90500.0,109505.0,,,Smlouva o budoucí smlouvě o zřízení věcného břemene,
12597,12961,2016-07-19T09:02:02+02:00,2016-05-31,Fakturace (Ministerstvo obrany),60162694,A499,,84064.0,,,Nákup pístových kompresorů. RS-plnění bude provedeno na základě dílčích objednávek.,
12601,12965,2016-07-19T09:02:27+02:00,2016-07-18,Ústav hematologie a krevní transfůze,00023736,,42174.0,51030.6,,,objednávka,
12605,12969,2016-07-19T09:02:20+02:00,2015-06-16,Fakturace (Ministerstvo obrany),60162694,A499,,,,,Stravování VÚ 2994 Hradec Králové  (Doba plnění od 1.7.2015 - do 30.6.2019) - dodatek č. 2,
12609,12973,2016-07-19T09:02:55+02:00,2015-03-26,Fakturace (Ministerstvo obrany),60162694,A499,,8226092.79,,,Stravování VÚ 4428 Hranice na Moravě  (Doba plnění od 1.5.2015 - do 30.4.2019),
12613,12977,2016-07-19T09:03:24+02:00,2016-07-14,Obec Samšina,00272078,,768938.6,930415.71,,,Smlouva o dílo - oprava místních komunikací Plhov,
12617,12981,2016-07-19T09:04:11+02:00,2016-07-12,Městská část Praha 16,00241598,,,1766193.0,,,Prodej pozemku v k.ú. Radotín,
12625,12989,2016-07-19T09:05:45+02:00,2016-07-18,Olomoucký kraj,60609460,"Odbor školství, sportu a kultury",,55000.0,,,Smlouva o poskytnutí dotace - DP - Program na podporu práce s dětmi a mládeží pro nestátní neziskové organizace v roce 2016,
12629,12993,2016-07-19T09:07:16+02:00,2016-07-04,Ředitelství vodních cest ČR,67981801,,2295250.0,,,,"Čekací stání pro malá plavidla na Vltavě, Modernizace rejd PK Štvanice, Provedení inženýrskogeologického průzkumu",
12633,12997,2016-07-19T09:09:56+02:00,2016-07-15,Ústav hematologie a krevní transfůze,00023736,,59292.0,71743.0,,,objednávka,
12637,13001,2016-07-19T09:10:03+02:00,2016-07-13,KruV - RS (Kraj Vysočina),70890749,,12260.0,12260.0,,,Nájemní smlouva ošetřuje právo Kraje Vysočina realizovat na pronajatých pozemcích par. č. 584/43 a 584/44 v k.ú. Křoví stavbu silnice.,
12641,13005,2016-07-19T09:09:20+02:00,2014-11-18,"Oblastní muzeum v Lounech, příspěvková organizace",00360716,,63315.0,64000.4,,,Nákup stravenek 3Q 2016,
12645,13009,2016-07-19T09:10:02+02:00,2016-07-11,KruV - RS (Kraj Vysočina),70890749,,,22000.0,,,vytvoření 500 fotografií vozidel Kaipan,
12401,13017,2016-07-19T09:10:33+02:00,2016-07-18,Fakultní nemocnice Brno,65269705,,,,,,Objednávka léky,
12653,13021,2016-07-19T09:10:54+02:00,2016-07-01,Hasičský záchranný sbor Ústeckého kraje,70886300,oddělení provozní a správy majetku,1939000.0,2346190.0,,,PS Most-stavba nového objektu-PD,
12657,13025,2016-07-19T09:11:11+02:00,2016-07-01,Hasičský záchranný sbor Ústeckého kraje,70886300,oddělení provozní a správy majetku,1577777.0,1909110.17,,,Děčín-opr. hydroizolace objektu,
12661,13029,2016-07-19T09:11:29+02:00,2016-07-07,Hasičský záchranný sbor Ústeckého kraje,70886300,oddělení ICT,329600.0,398816.0,,,Servery 3ks-6016,
12665,13033,2016-07-19T09:11:40+02:00,2016-07-07,Hasičský záchranný sbor Ústeckého kraje,70886300,oddělení ICT,305600.0,369776.0,,,Terminály docházkového systému 8ks-6017,
12669,13037,2016-07-19T09:11:49+02:00,2016-07-07,Hasičský záchranný sbor Ústeckého kraje,70886300,oddělení IZS a služeb,182764.8,221145.4,,,Diagnostické zařízení DT a OPCH-6054,
12673,13041,2016-07-19T09:12:10+02:00,2016-07-07,Hasičský záchranný sbor Ústeckého kraje,70886300,oddělení ICT,180934.0,218930.14,,,Řešení pro bezdrátové připojení-6018,
12677,13045,2016-07-19T09:12:32+02:00,2016-07-07,Jihočeský kraj,70890650,Odbor evropských záležitostí,250000.0,250000.0,,,"13-02-001 Nemocnice Jindřichův Hradec, a.s.",
12681,13049,2016-07-19T09:14:17+02:00,2016-07-11,Ministerstvo zemědělství,00020478,,323400.0,391314.0,,,Zhotovitel se zavazuje provést ve prospěch Objednatele vývoj aplikace Povolení vjezdu/vstupu v rozsahu dle přílohy č. 1 této smlouvy.Zhotovitel se zavazuje proškolit vybrané zaměstnance v rozsahu definovaném v příloze č. 1 této smlouvy.,
