ico,of,kpf,npf,dv,dz,esak,esa,kpp,nacek,nace
27027864,Darmoděj z.ú.,161,Ústav,2006-03-14,,15002,Neziskové instituce sloužící domácnostem soukromé národní,25 - 49 zaměstnanců,87202,Sociální péče v zařízeních pro osoby závislé na návykových látkách
27042839,"""Stopy paměti, o.s.""",706,Spolek,2006-09-19,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
27068641,"Olympus Czech Group, s.r.o., člen koncernu",112,Společnost s ručením omezeným,2003-06-18,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,250 - 499 zaměstnanců,33130,Opravy elektronických a optických přístrojů a zařízení
27073157,AGROMEX s.r.o.,112,Společnost s ručením omezeným,2003-07-23,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,50 - 99 zaměstnanců,46610,"Velkoobchod se zemědělskými stroji, strojním zařízením a příslušenstvím"
27074358,"Asseco Central Europe, a.s.",121,Akciová společnost,2003-08-06,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,250 - 499 zaměstnanců,62010,Programování
27076601,"LUBSTAR, a.s.",121,Akciová společnost,2003-07-21,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,4671,"Velkoobchod s pevnými, kapalnými a plynnými palivy a příbuznými výrobky"
27085031,"Oblastní nemocnice Příbram, a.s.",121,Akciová společnost,2003-09-01,,13130,Místní vládní instituce,1000 - 1499 zaměstnanců,86100,Ústavní zdravotní péče
27087565,Róbert Nemec,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,2003-09-22,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,56300,Pohostinství
27094359,ACG-Real s.r.o.,112,Společnost s ručením omezeným,2003-11-11,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,41100,Developerská činnost
27094987,CHEIRÓN a.s.,121,Akciová společnost,2003-10-15,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,32500,Výroba lékařských a dentálních nástrojů a potřeb
27096670,"EUROVIA Kamenolomy, a.s.",121,Akciová společnost,2003-10-29,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,250 - 499 zaměstnanců,08120,Provoz pískoven a štěrkopískoven; těžba jílů a kaolinu
27102246,"Ircon, s.r.o.",112,Společnost s ručením omezeným,2003-12-10,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,7490,"Ostatní profesní, vědecké a technické činnosti j. n."
27108406,"Airport Systems Design Agency , spol. s r.o.",112,Společnost s ručením omezeným,2003-12-10,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,711,Architektonické a inženýrské činnosti a související technické poradenství
27108732,DDK Real s.r.o.,112,Společnost s ručením omezeným,2003-12-17,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,68310,Zprostředkovatelské činnosti realitních agentur
27110176,Stavební firma Pazdera s.r.o.,112,Společnost s ručením omezeným,2004-01-07,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,4120,Výstavba bytových a nebytových budov
27117804,Amgen s.r.o.,112,Společnost s ručením omezeným,2004-01-26,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,50 - 99 zaměstnanců,72110,Výzkum a vývoj v oblasti biotechnologie
27121372,REMOEX CZ a.s.,121,Akciová společnost,2004-01-28,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,73110,Činnosti reklamních agentur
27127010,"Schindler CZ, a.s.",121,Akciová společnost,2004-02-23,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,250 - 499 zaměstnanců,28220,Výroba zdvihacích a manipulačních zařízení
27127231,VIVACOM s.r.o.,112,Společnost s ručením omezeným,2004-03-16,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,47730,Maloobchod s farmaceutickými přípravky
27142213,PEK - TK s.r.o.,112,Společnost s ručením omezeným,2004-05-06,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,46690,Velkoobchod s ostatními stroji a zařízením
27144526,Baroch - okna s.r.o.,112,Společnost s ručením omezeným,2004-05-26,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,4120,Výstavba bytových a nebytových budov
27145051,GRANT Garant s.r.o.,112,Společnost s ručením omezeným,2004-04-26,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,702,Poradenství v oblasti řízení
27145573,"Czech Airlines Technics, a.s.",121,Akciová společnost,2004-04-28,,11001,Nefinanční podniky veřejné,500 - 999 zaměstnanců,33160,Opravy a údržba letadel a kosmických lodí
27146171,CAUTOR PROJECTS & ADVISING a.s.,121,Akciová společnost,2004-05-04,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,70220,Ostatní poradenství v oblasti podnikání a řízení
27146928,Janssen-Cilag s.r.o.,112,Společnost s ručením omezeným,2004-05-03,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,50 - 99 zaměstnanců,73110,Činnosti reklamních agentur
27156753,General Dynamics European Land Systems - Czech s.r.o.,112,Společnost s ručením omezeným,2004-06-10,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,1 - 5 zaměstnanců,46900,Nespecializovaný velkoobchod
27157938,"PROJEKTMEDIA, s.r.o.",112,Společnost s ručením omezeným,2004-06-09,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,47630,Maloobchod s audio- a videozáznamy
27171850,LANG ŠPINAR ATELIER s.r.o.,112,Společnost s ručením omezeným,2004-08-12,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,71110,Architektonické činnosti
27176118,SKALA CZ s.r.o.,112,Společnost s ručením omezeným,2004-08-24,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,46900,Nespecializovaný velkoobchod
27181278,"ATEM - Ateliér ekologických modelů, s.r.o.",112,Společnost s ručením omezeným,2004-10-12,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,71209,Ostatní technické zkoušky a analýzy
27195147,"SMP CZ, a.s.",121,Akciová společnost,2004-11-30,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,500 - 999 zaměstnanců,4221,Výstavba inženýrských sítí pro kapaliny a plyny
27195571,D.I.SEVEN SERVICE s.r.o.,112,Společnost s ručením omezeným,2004-12-08,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,80100,Činnosti soukromých bezpečnostních agentur
27198413,AKORD služby s.r.o.,112,Společnost s ručením omezeným,2004-11-29,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,81210,Všeobecný úklid budov
27199941,"JH-Computer, spol. s r.o.",112,Společnost s ručením omezeným,2004-12-09,,11002,Nefinanční podniky soukromé národní,Neuvedeno,47410,"Maloobchod s počítači, počítačovým periferním zařízením a softwarem"
27210821,MARKUL CONTROLS s.r.o.,112,Společnost s ručením omezeným,2005-02-02,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,43220,"Instalace vody, odpadu, plynu, topení a klimatizace"
27214176,OV Media s.r.o.,112,Společnost s ručením omezeným,2005-01-26,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,50 - 99 zaměstnanců,18120,"Tisk ostatní, kromě novin"
27219828,"Sport Marketing International, s.r.o.",112,Společnost s ručením omezeným,2005-02-25,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,70220,Ostatní poradenství v oblasti podnikání a řízení
27224953,FRMOL s.r.o.,112,Společnost s ručením omezeným,2005-03-02,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,59110,"Produkce filmů, videozáznamů a televizních programů"
27232433,"ČEZ Prodej, s.r.o.",112,Společnost s ručením omezeným,2005-03-31,,11001,Nefinanční podniky veřejné,250 - 499 zaměstnanců,35140,Obchod s elektřinou
27243460,"Hanyš - Jeřábnické práce, s.r.o.",112,Společnost s ručením omezeným,2005-05-05,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,4399,Ostatní specializované stavební činnosti j. n.
27246175,PRINT PRODUKCE PRAHA s.r.o.,112,Společnost s ručením omezeným,2005-05-16,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,18130,Příprava tisku a digitálních dat
27256464,"Červenka Bohumil - BČ, s.r.o.",112,Společnost s ručením omezeným,2005-07-04,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,42110,Výstavba silnic a dálnic
27260526,E S B a.s.,121,Akciová společnost,2005-01-10,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,33140,Opravy elektrických zařízení
27265480,SIZ s.r.o.,112,Společnost s ručením omezeným,2005-03-09,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,43120,Příprava staveniště
27266036,"HBAPS, s.r.o.",112,Společnost s ručením omezeným,2005-04-06,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,43910,Pokrývačské práce
27271552,UPTIME s.r.o.,112,Společnost s ručením omezeným,2005-06-01,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,46900,Nespecializovaný velkoobchod
27273733,"CESAR TRADE, s. r. o.",112,Společnost s ručením omezeným,2005-07-11,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,4778,Ostatní maloobchod s novým zbožím ve specializovaných prodejnách
27273890,BENEŠOVI - ÚKLIDOVÉ SLUŽBY s.r.o.,112,Společnost s ručením omezeným,2005-07-16,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,81210,Všeobecný úklid budov
27274535,"STRIX Chomutov, a.s.",121,Akciová společnost,2005-08-18,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,4399,Ostatní specializované stavební činnosti j. n.
27277577,Projektový ateliér DAVID s.r.o.,112,Společnost s ručením omezeným,2005-09-14,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,7112,Inženýrské činnosti a související technické poradenství
27279618,Plošiny Rybáček s.r.o.,112,Společnost s ručením omezeným,2005-10-26,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,46690,Velkoobchod s ostatními stroji a zařízením
27279936,IDP spol. s r.o.,112,Společnost s ručením omezeným,2005-10-31,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,711,Architektonické a inženýrské činnosti a související technické poradenství
27283518,"Nemocnice s poliklinikou Česká Lípa, a.s.",121,Akciová společnost,2006-01-04,,13130,Místní vládní instituce,500 - 999 zaměstnanců,86100,Ústavní zdravotní péče
27283933,"Krajská nemocnice Liberec, a.s.",121,Akciová společnost,2006-02-07,,13130,Místní vládní instituce,3000 - 3999 zaměstnanců,86100,Ústavní zdravotní péče
27284727,"STŘECHY MIMOŇ, s.r.o.",112,Společnost s ručením omezeným,2006-01-17,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,43910,Pokrývačské práce
27291294,"G 3 plast, s.r.o.",112,Společnost s ručením omezeným,2006-04-15,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,38320,"Úprava odpadů k dalšímu využití, kromě demontáže vraků, strojů a zařízení"
27295567,"RWE GasNet, s.r.o.",112,Společnost s ručením omezeným,2006-06-02,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,200 - 249 zaměstnanců,35220,Rozvod plynných paliv prostřednictvím sítí
27298370,Pozemní stavitelství s.r.o.,112,Společnost s ručením omezeným,2006-07-10,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,4120,Výstavba bytových a nebytových budov
27346471,"Labská plavební společnost, s.r.o.",112,Společnost s ručením omezeným,2008-01-28,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,50300,Vnitrozemská vodní osobní doprava
27349187,DKK Stav s.r.o.,112,Společnost s ručením omezeným,2008-03-05,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,4120,Výstavba bytových a nebytových budov
27353443,Pekárna Šumava a.s.,121,Akciová společnost,2008-03-31,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,10710,"Výroba pekařských a cukrářských výrobků, kromě trvanlivých"
27356248,PATOK a.s.,121,Akciová společnost,2008-05-01,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,38110,"Shromažďování a sběr odpadů, kromě nebezpečných"
27361861,EuroAgentur Hotels & Travel a.s.,121,Akciová společnost,2005-07-18,,11002,Nefinanční podniky soukromé národní,250 - 499 zaměstnanců,55101,Hotely
27370917,"QUICKSEAL INTERNATIONAL, s.r.o.",112,Společnost s ručením omezeným,2005-08-16,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,46460,Velkoobchod s farmaceutickými výrobky
27373231,ASEKOL a.s.,121,Akciová společnost,2005-08-23,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,38120,Shromažďování a sběr nebezpečných odpadů
27376516,"PREdistribuce, a.s.",121,Akciová společnost,2005-09-07,,11002,Nefinanční podniky soukromé národní,500 - 999 zaměstnanců,35130,Rozvod elektřiny
27382354,"Bohemia JazzFest, o.p.s.",141,Obecně prospěšná společnost,2005-10-10,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,93290,Ostatní zábavní a rekreační činnosti j. n.
27385086,BJS Czech s.r.o.,112,Společnost s ručením omezeným,2005-10-12,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,250 - 499 zaměstnanců,31090,Výroba ostatního nábytku
27386732,BOHEMIA ENERGY entity s.r.o.,112,Společnost s ručením omezeným,2005-10-12,,11002,Nefinanční podniky soukromé národní,250 - 499 zaměstnanců,35140,Obchod s elektřinou
27391981,bioMérieux CZ s.r.o.,112,Společnost s ručením omezeným,2005-11-07,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,10 - 19 zaměstnanců,46900,Nespecializovaný velkoobchod
27399508,XERTEC a.s.,121,Akciová společnost,2005-11-23,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,46660,Velkoobchod s ostatními kancelářskými stroji a zařízením
27426653,BusinessCom a.s.,121,Akciová společnost,2006-02-14,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,46520,Velkoobchod s elektronickým a telekomunikačním zařízením a jeho díly
27430774,ROBSTAV stavby k.s.,113,Společnost komanditní,2006-03-06,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,43120,Příprava staveniště
27434141,MGA GREIF s.r.o.,112,Společnost s ručením omezeným,2006-03-24,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,1820,Rozmnožování nahraných nosičů
27446506,Xtreme Cinemas s.r.o.,112,Společnost s ručením omezeným,2006-05-05,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,46900,Nespecializovaný velkoobchod
27450376,"MarkIT.cz, s.r.o.",112,Společnost s ručením omezeným,2006-04-24,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,47911,Maloobchod prostřednictvím internetu
27451895,TACHO s.r.o.,112,Společnost s ručením omezeným,2006-05-11,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,47530,"Maloobchod s koberci, podlahovými krytinami a nástěnnými obklady"
27466868,"Dopravně inženýrská kancelář, s.r.o.",112,Společnost s ručením omezeným,2005-01-03,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,71110,Architektonické činnosti
27469468,PROGLES s.r.o.,112,Společnost s ručením omezeným,2005-02-09,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,02400,Podpůrné činnosti pro lesnictví
